model,model_id,game_pk,game_date,away_team,home_team,venue,quantity,point_estimate,ci_90_low,ci_90_high,ci_width,actual,hit_90,abs_dev,norm_abs_dev,expected_abs_dev,norm_expected_abs_dev
gpt4o,gpt-4o-2024-11-20,824505,2026-06-15,New York Mets,Cincinnati Reds,Great American Ball Park,total_strikeouts,18.0,14.0,22.0,8.0,17.0,1.0,1.0,0.058823529411764705,1.9401448286999765,0.11412616639411627
gpt4o,gpt-4o-2024-11-20,824505,2026-06-15,New York Mets,Cincinnati Reds,Great American Ball Park,total_home_runs,3.0,1.0,5.0,4.0,3.0,1.0,0.0,0.0,0.9700724143499883,0.3233574714499961
gpt4o,gpt-4o-2024-11-20,824505,2026-06-15,New York Mets,Cincinnati Reds,Great American Ball Park,duration_min,175.0,150.0,200.0,50.0,173.0,1.0,2.0,0.011560693641618497,12.125905179374854,0.07009193745303384
gpt4o,gpt-4o-2024-11-20,824505,2026-06-15,New York Mets,Cincinnati Reds,Great American Ball Park,attendance,25000.0,20000.0,30000.0,10000.0,19853.0,0.0,5147.0,0.2592555281317685,2425.181035874971,0.12215690504583543
gpt4o,gpt-4o-2024-11-20,824506,2026-06-14,Arizona Diamondbacks,Cincinnati Reds,Great American Ball Park,total_runs,9.0,5.0,13.0,8.0,8.0,1.0,1.0,0.125,1.9401448286999765,0.24251810358749706
gpt4o,gpt-4o-2024-11-20,824506,2026-06-14,Arizona Diamondbacks,Cincinnati Reds,Great American Ball Park,total_strikeouts,17.0,12.0,22.0,10.0,14.0,1.0,3.0,0.21428571428571427,2.425181035874971,0.1732272168482122
gpt4o,gpt-4o-2024-11-20,824506,2026-06-14,Arizona Diamondbacks,Cincinnati Reds,Great American Ball Park,total_home_runs,3.0,1.0,5.0,4.0,5.0,1.0,2.0,0.4,0.9700724143499883,0.19401448286999765
gpt4o,gpt-4o-2024-11-20,824506,2026-06-14,Arizona Diamondbacks,Cincinnati Reds,Great American Ball Park,duration_min,175.0,150.0,210.0,60.0,159.0,1.0,16.0,0.10062893081761007,14.551086215249827,0.0915162655047159
gpt4o,gpt-4o-2024-11-20,824506,2026-06-14,Arizona Diamondbacks,Cincinnati Reds,Great American Ball Park,attendance,31000.0,25000.0,37000.0,12000.0,22946.0,0.0,8054.0,0.3509979952932973,2910.217243049965,0.12682895681382222
gpt4o,gpt-4o-2024-11-20,824507,2026-06-12,Arizona Diamondbacks,Cincinnati Reds,Great American Ball Park,total_runs,9.0,5.0,13.0,8.0,7.0,1.0,2.0,0.2857142857142857,1.9401448286999765,0.2771635469571395
gpt4o,gpt-4o-2024-11-20,824507,2026-06-12,Arizona Diamondbacks,Cincinnati Reds,Great American Ball Park,total_strikeouts,16.0,12.0,20.0,8.0,14.0,1.0,2.0,0.14285714285714285,1.9401448286999765,0.13858177347856976
gpt4o,gpt-4o-2024-11-20,824507,2026-06-12,Arizona Diamondbacks,Cincinnati Reds,Great American Ball Park,total_home_runs,3.0,1.0,5.0,4.0,1.0,1.0,2.0,2.0,0.9700724143499883,0.9700724143499883
gpt4o,gpt-4o-2024-11-20,824507,2026-06-12,Arizona Diamondbacks,Cincinnati Reds,Great American Ball Park,duration_min,180.0,150.0,210.0,60.0,209.0,1.0,29.0,0.13875598086124402,14.551086215249827,0.06962242208253505
gpt4o,gpt-4o-2024-11-20,824507,2026-06-12,Arizona Diamondbacks,Cincinnati Reds,Great American Ball Park,attendance,28000.0,20000.0,36000.0,16000.0,29803.0,1.0,1803.0,0.06049726537596886,3880.2896573999533,0.1301979551521643
gpt4o,gpt-4o-2024-11-20,824508,2026-06-13,Arizona Diamondbacks,Cincinnati Reds,Great American Ball Park,total_runs,9.0,6.0,13.0,7.0,3.0,0.0,6.0,2.0,1.6976267251124795,0.5658755750374932
gpt4o,gpt-4o-2024-11-20,824508,2026-06-13,Arizona Diamondbacks,Cincinnati Reds,Great American Ball Park,total_strikeouts,17.0,13.0,21.0,8.0,18.0,1.0,1.0,0.05555555555555555,1.9401448286999765,0.10778582381666536
gpt4o,gpt-4o-2024-11-20,824508,2026-06-13,Arizona Diamondbacks,Cincinnati Reds,Great American Ball Park,total_home_runs,3.0,1.0,5.0,4.0,2.0,1.0,1.0,0.5,0.9700724143499883,0.4850362071749941
gpt4o,gpt-4o-2024-11-20,824508,2026-06-13,Arizona Diamondbacks,Cincinnati Reds,Great American Ball Park,duration_min,185.0,160.0,220.0,60.0,142.0,0.0,43.0,0.3028169014084507,14.551086215249827,0.10247243813556216
gpt4o,gpt-4o-2024-11-20,824508,2026-06-13,Arizona Diamondbacks,Cincinnati Reds,Great American Ball Park,attendance,27000.0,20000.0,35000.0,15000.0,27563.0,1.0,563.0,0.020425933316402422,3637.771553812456,0.13198024720866583
gpt4o,gpt-4o-2024-11-20,824586,2026-06-14,Los Angeles Dodgers,Chicago White Sox,Rate Field,total_runs,8.5,4.0,13.0,9.0,10.0,1.0,1.5,0.15,2.1826629322874735,0.21826629322874735
gpt4o,gpt-4o-2024-11-20,824586,2026-06-14,Los Angeles Dodgers,Chicago White Sox,Rate Field,total_strikeouts,17.0,12.0,22.0,10.0,21.0,1.0,4.0,0.19047619047619047,2.425181035874971,0.11548481123214147
gpt4o,gpt-4o-2024-11-20,824586,2026-06-14,Los Angeles Dodgers,Chicago White Sox,Rate Field,total_home_runs,2.5,0.0,5.0,5.0,5.0,1.0,2.5,0.5,1.2125905179374854,0.2425181035874971
gpt4o,gpt-4o-2024-11-20,824586,2026-06-14,Los Angeles Dodgers,Chicago White Sox,Rate Field,duration_min,180.0,150.0,210.0,60.0,156.0,1.0,24.0,0.15384615384615385,14.551086215249827,0.09327619368749888
gpt4o,gpt-4o-2024-11-20,824586,2026-06-14,Los Angeles Dodgers,Chicago White Sox,Rate Field,attendance,27000.0,20000.0,35000.0,15000.0,38507.0,0.0,11507.0,0.29882878437686655,3637.771553812456,0.09447039639059018
gpt4o,gpt-4o-2024-11-20,824587,2026-06-13,Los Angeles Dodgers,Chicago White Sox,Rate Field,total_runs,9.0,5.0,13.0,8.0,8.0,1.0,1.0,0.125,1.9401448286999765,0.24251810358749706
gpt4o,gpt-4o-2024-11-20,824587,2026-06-13,Los Angeles Dodgers,Chicago White Sox,Rate Field,total_strikeouts,16.0,11.0,21.0,10.0,18.0,1.0,2.0,0.1111111111111111,2.425181035874971,0.13473227977083171
gpt4o,gpt-4o-2024-11-20,824587,2026-06-13,Los Angeles Dodgers,Chicago White Sox,Rate Field,total_home_runs,3.0,1.0,5.0,4.0,4.0,1.0,1.0,0.25,0.9700724143499883,0.24251810358749706
gpt4o,gpt-4o-2024-11-20,824587,2026-06-13,Los Angeles Dodgers,Chicago White Sox,Rate Field,duration_min,185.0,160.0,220.0,60.0,168.0,1.0,17.0,0.10119047619047619,14.551086215249827,0.0866136084241061
gpt4o,gpt-4o-2024-11-20,824587,2026-06-13,Los Angeles Dodgers,Chicago White Sox,Rate Field,attendance,31000.0,25000.0,38000.0,13000.0,37832.0,1.0,6832.0,0.18058786212729963,3152.735346637462,0.08333514872693651
gpt4o,gpt-4o-2024-11-20,824588,2026-06-12,Los Angeles Dodgers,Chicago White Sox,Rate Field,total_runs,8.5,5.0,12.0,7.0,10.0,1.0,1.5,0.15,1.6976267251124795,0.16976267251124794
gpt4o,gpt-4o-2024-11-20,824588,2026-06-12,Los Angeles Dodgers,Chicago White Sox,Rate Field,total_strikeouts,16.0,12.0,20.0,8.0,16.0,1.0,0.0,0.0,1.9401448286999765,0.12125905179374853
gpt4o,gpt-4o-2024-11-20,824588,2026-06-12,Los Angeles Dodgers,Chicago White Sox,Rate Field,total_home_runs,2.5,1.0,5.0,4.0,1.0,1.0,1.5,1.5,0.9700724143499883,0.9700724143499883
gpt4o,gpt-4o-2024-11-20,824588,2026-06-12,Los Angeles Dodgers,Chicago White Sox,Rate Field,duration_min,175.0,150.0,210.0,60.0,162.0,1.0,13.0,0.08024691358024691,14.551086215249827,0.08982151984722116
gpt4o,gpt-4o-2024-11-20,824588,2026-06-12,Los Angeles Dodgers,Chicago White Sox,Rate Field,attendance,32000.0,26000.0,38000.0,12000.0,37882.0,1.0,5882.0,0.15527163296552451,2910.217243049965,0.07682322060741156
gpt4o,gpt-4o-2024-11-20,824590,2026-06-10,Atlanta Braves,Chicago White Sox,Rate Field,total_runs,9.0,5.0,13.0,8.0,3.0,0.0,6.0,2.0,1.9401448286999765,0.6467149428999922
gpt4o,gpt-4o-2024-11-20,824590,2026-06-10,Atlanta Braves,Chicago White Sox,Rate Field,total_strikeouts,17.0,12.0,22.0,10.0,15.0,1.0,2.0,0.13333333333333333,2.425181035874971,0.16167873572499805
gpt4o,gpt-4o-2024-11-20,824590,2026-06-10,Atlanta Braves,Chicago White Sox,Rate Field,total_home_runs,3.0,1.0,5.0,4.0,0.0,0.0,3.0,3000000000.0,0.9700724143499883,970072414.3499882
gpt4o,gpt-4o-2024-11-20,824590,2026-06-10,Atlanta Braves,Chicago White Sox,Rate Field,duration_min,185.0,150.0,220.0,70.0,156.0,1.0,29.0,0.1858974358974359,16.976267251124796,0.10882222596874869
gpt4o,gpt-4o-2024-11-20,824590,2026-06-10,Atlanta Braves,Chicago White Sox,Rate Field,attendance,34000.0,27000.0,41000.0,14000.0,14622.0,0.0,19378.0,1.3252633018738886,3395.2534502249587,0.23220171318731764
gpt4o,gpt-4o-2024-11-20,824591,2026-06-09,Atlanta Braves,Chicago White Sox,Rate Field,total_runs,9.0,5.0,13.0,8.0,11.0,1.0,2.0,0.18181818181818182,1.9401448286999765,0.17637680260908878
gpt4o,gpt-4o-2024-11-20,824591,2026-06-09,Atlanta Braves,Chicago White Sox,Rate Field,total_strikeouts,17.0,12.0,22.0,10.0,11.0,0.0,6.0,0.5454545454545454,2.425181035874971,0.220471003261361
gpt4o,gpt-4o-2024-11-20,824591,2026-06-09,Atlanta Braves,Chicago White Sox,Rate Field,total_home_runs,3.0,1.0,5.0,4.0,4.0,1.0,1.0,0.25,0.9700724143499883,0.24251810358749706
gpt4o,gpt-4o-2024-11-20,824591,2026-06-09,Atlanta Braves,Chicago White Sox,Rate Field,duration_min,185.0,150.0,220.0,70.0,189.0,1.0,4.0,0.021164021164021163,16.976267251124796,0.08982151984722114
gpt4o,gpt-4o-2024-11-20,824591,2026-06-09,Atlanta Braves,Chicago White Sox,Rate Field,attendance,29000.0,22000.0,36000.0,14000.0,20494.0,0.0,8506.0,0.41504830682150873,3395.2534502249587,0.16567060848174875
gpt4o,gpt-4o-2024-11-20,824666,2026-06-15,Colorado Rockies,Chicago Cubs,Wrigley Field,total_runs,9.0,5.0,14.0,9.0,9.0,1.0,0.0,0.0,2.1826629322874735,0.24251810358749706
gpt4o,gpt-4o-2024-11-20,824666,2026-06-15,Colorado Rockies,Chicago Cubs,Wrigley Field,total_strikeouts,17.0,12.0,23.0,11.0,17.0,1.0,0.0,0.0,2.667699139462468,0.15692347879190988
gpt4o,gpt-4o-2024-11-20,824666,2026-06-15,Colorado Rockies,Chicago Cubs,Wrigley Field,total_home_runs,3.0,1.0,6.0,5.0,2.0,1.0,1.0,0.5,1.2125905179374854,0.6062952589687427
gpt4o,gpt-4o-2024-11-20,824666,2026-06-15,Colorado Rockies,Chicago Cubs,Wrigley Field,duration_min,175.0,150.0,210.0,60.0,192.0,1.0,17.0,0.08854166666666667,14.551086215249827,0.07578690737109285
gpt4o,gpt-4o-2024-11-20,824666,2026-06-15,Colorado Rockies,Chicago Cubs,Wrigley Field,attendance,37000.0,31000.0,41000.0,10000.0,38337.0,1.0,1337.0,0.03487492500717323,2425.181035874971,0.0632595413275679
gpt4o,gpt-4o-2024-11-20,824667,2026-06-16,Colorado Rockies,Chicago Cubs,Wrigley Field,total_runs,9.0,5.0,14.0,9.0,7.0,1.0,2.0,0.2857142857142857,2.1826629322874735,0.31180899032678194
gpt4o,gpt-4o-2024-11-20,824667,2026-06-16,Colorado Rockies,Chicago Cubs,Wrigley Field,total_strikeouts,18.0,12.0,24.0,12.0,16.0,1.0,2.0,0.125,2.910217243049965,0.1818885776906228
gpt4o,gpt-4o-2024-11-20,824667,2026-06-16,Colorado Rockies,Chicago Cubs,Wrigley Field,total_home_runs,3.0,1.0,6.0,5.0,2.0,1.0,1.0,0.5,1.2125905179374854,0.6062952589687427
gpt4o,gpt-4o-2024-11-20,824667,2026-06-16,Colorado Rockies,Chicago Cubs,Wrigley Field,duration_min,180.0,150.0,240.0,90.0,175.0,1.0,5.0,0.02857142857142857,21.826629322874737,0.12472359613071278
gpt4o,gpt-4o-2024-11-20,824667,2026-06-16,Colorado Rockies,Chicago Cubs,Wrigley Field,attendance,39000.0,35000.0,42000.0,7000.0,35183.0,1.0,3817.0,0.10848989568825854,1697.6267251124793,0.048251335165064926
gpt4o,gpt-4o-2024-11-20,824668,2026-06-17,Colorado Rockies,Chicago Cubs,Wrigley Field,total_runs,9.0,5.0,13.0,8.0,14.0,0.0,5.0,0.35714285714285715,1.9401448286999765,0.13858177347856976
gpt4o,gpt-4o-2024-11-20,824668,2026-06-17,Colorado Rockies,Chicago Cubs,Wrigley Field,total_strikeouts,16.0,12.0,20.0,8.0,9.0,0.0,7.0,0.7777777777777778,1.9401448286999765,0.21557164763333073
gpt4o,gpt-4o-2024-11-20,824668,2026-06-17,Colorado Rockies,Chicago Cubs,Wrigley Field,total_home_runs,3.0,1.0,5.0,4.0,6.0,0.0,3.0,0.5,0.9700724143499883,0.16167873572499805
gpt4o,gpt-4o-2024-11-20,824668,2026-06-17,Colorado Rockies,Chicago Cubs,Wrigley Field,duration_min,170.0,150.0,190.0,40.0,160.0,1.0,10.0,0.0625,9.700724143499883,0.06062952589687427
gpt4o,gpt-4o-2024-11-20,824668,2026-06-17,Colorado Rockies,Chicago Cubs,Wrigley Field,attendance,38000.0,30000.0,42000.0,12000.0,34938.0,1.0,3062.0,0.08764096399335966,2910.217243049965,0.08329661809634109
gpt4o,gpt-4o-2024-11-20,824669,2026-06-06,San Francisco Giants,Chicago Cubs,Wrigley Field,total_runs,8.0,5.0,12.0,7.0,5.0,1.0,3.0,0.6,1.6976267251124795,0.3395253450224959
gpt4o,gpt-4o-2024-11-20,824669,2026-06-06,San Francisco Giants,Chicago Cubs,Wrigley Field,total_strikeouts,16.0,12.0,20.0,8.0,19.0,1.0,3.0,0.15789473684210525,1.9401448286999765,0.1021128857210514
gpt4o,gpt-4o-2024-11-20,824669,2026-06-06,San Francisco Giants,Chicago Cubs,Wrigley Field,total_home_runs,3.0,1.0,6.0,5.0,3.0,1.0,0.0,0.0,1.2125905179374854,0.4041968393124951
gpt4o,gpt-4o-2024-11-20,824669,2026-06-06,San Francisco Giants,Chicago Cubs,Wrigley Field,duration_min,165.0,140.0,200.0,60.0,183.0,1.0,18.0,0.09836065573770492,14.551086215249827,0.07951413232376954
gpt4o,gpt-4o-2024-11-20,824669,2026-06-06,San Francisco Giants,Chicago Cubs,Wrigley Field,attendance,38000.0,30000.0,42000.0,12000.0,39248.0,1.0,1248.0,0.031797798613942115,2910.217243049965,0.0741494405587537
gpt4o,gpt-4o-2024-11-20,824670,2026-06-07,San Francisco Giants,Chicago Cubs,Wrigley Field,total_runs,8.5,5.0,13.0,8.0,3.0,0.0,5.5,1.8333333333333333,1.9401448286999765,0.6467149428999922
gpt4o,gpt-4o-2024-11-20,824670,2026-06-07,San Francisco Giants,Chicago Cubs,Wrigley Field,total_strikeouts,17.0,12.0,22.0,10.0,19.0,1.0,2.0,0.10526315789473684,2.425181035874971,0.12764110715131424
gpt4o,gpt-4o-2024-11-20,824670,2026-06-07,San Francisco Giants,Chicago Cubs,Wrigley Field,total_home_runs,2.4,1.0,5.0,4.0,0.0,0.0,2.4,2400000000.0,0.9700724143499883,970072414.3499882
gpt4o,gpt-4o-2024-11-20,824670,2026-06-07,San Francisco Giants,Chicago Cubs,Wrigley Field,duration_min,170.0,150.0,200.0,50.0,184.0,1.0,14.0,0.07608695652173914,12.125905179374854,0.065901658583559
gpt4o,gpt-4o-2024-11-20,824670,2026-06-07,San Francisco Giants,Chicago Cubs,Wrigley Field,attendance,39000.0,35000.0,42000.0,7000.0,36317.0,1.0,2683.0,0.07387724757000853,1697.6267251124793,0.04674468499910453
gpt4o,gpt-4o-2024-11-20,824673,2026-06-05,San Francisco Giants,Chicago Cubs,Wrigley Field,total_runs,8.0,4.0,12.0,8.0,21.0,0.0,13.0,0.6190476190476191,1.9401448286999765,0.09238784898571317
gpt4o,gpt-4o-2024-11-20,824673,2026-06-05,San Francisco Giants,Chicago Cubs,Wrigley Field,total_strikeouts,16.0,10.0,22.0,12.0,16.0,1.0,0.0,0.0,2.910217243049965,0.1818885776906228
gpt4o,gpt-4o-2024-11-20,824673,2026-06-05,San Francisco Giants,Chicago Cubs,Wrigley Field,total_home_runs,2.0,0.0,5.0,5.0,8.0,0.0,6.0,0.75,1.2125905179374854,0.15157381474218568
gpt4o,gpt-4o-2024-11-20,824673,2026-06-05,San Francisco Giants,Chicago Cubs,Wrigley Field,duration_min,165.0,135.0,195.0,60.0,173.0,1.0,8.0,0.046242774566473986,14.551086215249827,0.08411032494364061
gpt4o,gpt-4o-2024-11-20,824673,2026-06-05,San Francisco Giants,Chicago Cubs,Wrigley Field,attendance,38000.0,30000.0,42000.0,12000.0,39060.0,1.0,1060.0,0.02713773681515617,2910.217243049965,0.07450632982718804
gpt4o,gpt-4o-2024-11-20,824746,2026-06-17,Toronto Blue Jays,Boston Red Sox,Fenway Park,total_runs,9.0,5.0,13.0,8.0,3.0,0.0,6.0,2.0,1.9401448286999765,0.6467149428999922
gpt4o,gpt-4o-2024-11-20,824746,2026-06-17,Toronto Blue Jays,Boston Red Sox,Fenway Park,total_strikeouts,16.0,12.0,20.0,8.0,16.0,1.0,0.0,0.0,1.9401448286999765,0.12125905179374853
gpt4o,gpt-4o-2024-11-20,824746,2026-06-17,Toronto Blue Jays,Boston Red Sox,Fenway Park,total_home_runs,3.0,1.0,6.0,5.0,0.0,0.0,3.0,3000000000.0,1.2125905179374854,1212590517.9374852
gpt4o,gpt-4o-2024-11-20,824746,2026-06-17,Toronto Blue Jays,Boston Red Sox,Fenway Park,duration_min,175.0,150.0,210.0,60.0,171.0,1.0,4.0,0.023391812865497075,14.551086215249827,0.08509407143420951
gpt4o,gpt-4o-2024-11-20,824746,2026-06-17,Toronto Blue Jays,Boston Red Sox,Fenway Park,attendance,35000.0,30000.0,38000.0,8000.0,35817.0,1.0,817.0,0.022810397297372755,1940.1448286999766,0.05416826726693963
gpt4o,gpt-4o-2024-11-20,824748,2026-06-18,Toronto Blue Jays,Boston Red Sox,Fenway Park,total_runs,9.0,5.0,13.0,8.0,7.0,1.0,2.0,0.2857142857142857,1.9401448286999765,0.2771635469571395
gpt4o,gpt-4o-2024-11-20,824748,2026-06-18,Toronto Blue Jays,Boston Red Sox,Fenway Park,total_strikeouts,15.0,10.0,20.0,10.0,12.0,1.0,3.0,0.25,2.425181035874971,0.20209841965624756
gpt4o,gpt-4o-2024-11-20,824748,2026-06-18,Toronto Blue Jays,Boston Red Sox,Fenway Park,total_home_runs,2.5,1.0,5.0,4.0,4.0,1.0,1.5,0.375,0.9700724143499883,0.24251810358749706
gpt4o,gpt-4o-2024-11-20,824748,2026-06-18,Toronto Blue Jays,Boston Red Sox,Fenway Park,duration_min,175.0,150.0,210.0,60.0,143.0,0.0,32.0,0.22377622377622378,14.551086215249827,0.1017558476590897
gpt4o,gpt-4o-2024-11-20,824748,2026-06-18,Toronto Blue Jays,Boston Red Sox,Fenway Park,attendance,37000.0,32000.0,39000.0,7000.0,32027.0,1.0,4973.0,0.15527523651918693,1697.6267251124793,0.053006111253394925
gpt4o,gpt-4o-2024-11-20,824749,2026-06-13,Texas Rangers,Boston Red Sox,Fenway Park,total_runs,9.0,5.0,13.0,8.0,9.0,1.0,0.0,0.0,1.9401448286999765,0.21557164763333073
gpt4o,gpt-4o-2024-11-20,824749,2026-06-13,Texas Rangers,Boston Red Sox,Fenway Park,total_strikeouts,17.0,12.0,22.0,10.0,20.0,1.0,3.0,0.15,2.425181035874971,0.12125905179374855
gpt4o,gpt-4o-2024-11-20,824749,2026-06-13,Texas Rangers,Boston Red Sox,Fenway Park,total_home_runs,3.0,1.0,6.0,5.0,2.0,1.0,1.0,0.5,1.2125905179374854,0.6062952589687427
gpt4o,gpt-4o-2024-11-20,824749,2026-06-13,Texas Rangers,Boston Red Sox,Fenway Park,duration_min,185.0,150.0,220.0,70.0,169.0,1.0,16.0,0.09467455621301775,16.976267251124796,0.10045128550961417
gpt4o,gpt-4o-2024-11-20,824749,2026-06-13,Texas Rangers,Boston Red Sox,Fenway Park,attendance,36000.0,30000.0,38000.0,8000.0,34556.0,1.0,1444.0,0.04178724389396921,1940.1448286999766,0.05614494816240238
gpt4o,gpt-4o-2024-11-20,824750,2026-06-16,Toronto Blue Jays,Boston Red Sox,Fenway Park,total_runs,9.0,5.0,13.0,8.0,7.0,1.0,2.0,0.2857142857142857,1.9401448286999765,0.2771635469571395
gpt4o,gpt-4o-2024-11-20,824750,2026-06-16,Toronto Blue Jays,Boston Red Sox,Fenway Park,total_strikeouts,17.0,12.0,22.0,10.0,19.0,1.0,2.0,0.10526315789473684,2.425181035874971,0.12764110715131424
gpt4o,gpt-4o-2024-11-20,824750,2026-06-16,Toronto Blue Jays,Boston Red Sox,Fenway Park,total_home_runs,3.0,1.0,5.0,4.0,4.0,1.0,1.0,0.25,0.9700724143499883,0.24251810358749706
gpt4o,gpt-4o-2024-11-20,824750,2026-06-16,Toronto Blue Jays,Boston Red Sox,Fenway Park,duration_min,185.0,150.0,220.0,70.0,172.0,1.0,13.0,0.0755813953488372,16.976267251124796,0.09869922820421392
gpt4o,gpt-4o-2024-11-20,824750,2026-06-16,Toronto Blue Jays,Boston Red Sox,Fenway Park,attendance,37300.0,35000.0,39000.0,4000.0,32392.0,0.0,4908.0,0.15151889355396395,970.0724143499883,0.029947901159236488
gpt4o,gpt-4o-2024-11-20,824751,2026-06-14,Texas Rangers,Boston Red Sox,Fenway Park,total_runs,9.0,5.0,13.0,8.0,10.0,1.0,1.0,0.1,1.9401448286999765,0.19401448286999765
gpt4o,gpt-4o-2024-11-20,824751,2026-06-14,Texas Rangers,Boston Red Sox,Fenway Park,total_strikeouts,16.0,12.0,20.0,8.0,15.0,1.0,1.0,0.06666666666666667,1.9401448286999765,0.12934298857999843
gpt4o,gpt-4o-2024-11-20,824751,2026-06-14,Texas Rangers,Boston Red Sox,Fenway Park,total_home_runs,3.0,1.0,5.0,4.0,4.0,1.0,1.0,0.25,0.9700724143499883,0.24251810358749706
gpt4o,gpt-4o-2024-11-20,824751,2026-06-14,Texas Rangers,Boston Red Sox,Fenway Park,duration_min,185.0,150.0,220.0,70.0,171.0,1.0,14.0,0.08187134502923976,16.976267251124796,0.09927641667324442
gpt4o,gpt-4o-2024-11-20,824751,2026-06-14,Texas Rangers,Boston Red Sox,Fenway Park,attendance,36000.0,32000.0,38000.0,6000.0,32006.0,1.0,3994.0,0.12478910204336686,1455.1086215249825,0.04546361999390684
gpt4o,gpt-4o-2024-11-20,824752,2026-06-12,Texas Rangers,Boston Red Sox,Fenway Park,total_runs,9.2,5.0,14.0,9.0,11.0,1.0,1.8000000000000007,0.1636363636363637,2.1826629322874735,0.19842390293522486
gpt4o,gpt-4o-2024-11-20,824752,2026-06-12,Texas Rangers,Boston Red Sox,Fenway Park,total_strikeouts,16.5,12.0,21.0,9.0,12.0,1.0,4.5,0.375,2.1826629322874735,0.1818885776906228
gpt4o,gpt-4o-2024-11-20,824752,2026-06-12,Texas Rangers,Boston Red Sox,Fenway Park,total_home_runs,2.3,1.0,5.0,4.0,3.0,1.0,0.7000000000000002,0.2333333333333334,0.9700724143499883,0.3233574714499961
gpt4o,gpt-4o-2024-11-20,824752,2026-06-12,Texas Rangers,Boston Red Sox,Fenway Park,duration_min,170.0,150.0,210.0,60.0,166.0,1.0,4.0,0.024096385542168676,14.551086215249827,0.08765714587499895
gpt4o,gpt-4o-2024-11-20,824752,2026-06-12,Texas Rangers,Boston Red Sox,Fenway Park,attendance,36500.0,32000.0,38000.0,6000.0,33919.0,1.0,2581.0,0.0760930451959079,1455.1086215249825,0.042899514181579126
gpt4o,gpt-4o-2024-11-20,824823,2026-06-14,San Diego Padres,Baltimore Orioles,Oriole Park at Camden Yards,total_runs,8.5,5.0,13.0,8.0,7.0,1.0,1.5,0.21428571428571427,1.9401448286999765,0.2771635469571395
gpt4o,gpt-4o-2024-11-20,824823,2026-06-14,San Diego Padres,Baltimore Orioles,Oriole Park at Camden Yards,total_strikeouts,15.0,11.0,20.0,9.0,17.0,1.0,2.0,0.11764705882352941,2.1826629322874735,0.1283919371933808
gpt4o,gpt-4o-2024-11-20,824823,2026-06-14,San Diego Padres,Baltimore Orioles,Oriole Park at Camden Yards,total_home_runs,2.5,1.0,5.0,4.0,2.0,1.0,0.5,0.25,0.9700724143499883,0.4850362071749941
gpt4o,gpt-4o-2024-11-20,824823,2026-06-14,San Diego Padres,Baltimore Orioles,Oriole Park at Camden Yards,duration_min,170.0,150.0,210.0,60.0,166.0,1.0,4.0,0.024096385542168676,14.551086215249827,0.08765714587499895
gpt4o,gpt-4o-2024-11-20,824823,2026-06-14,San Diego Padres,Baltimore Orioles,Oriole Park at Camden Yards,attendance,32000.0,25000.0,40000.0,15000.0,20611.0,0.0,11389.0,0.5525690165445636,3637.771553812456,0.17649660636613732
gpt4o,gpt-4o-2024-11-20,824826,2026-06-12,San Diego Padres,Baltimore Orioles,Oriole Park at Camden Yards,total_runs,9.0,5.0,14.0,9.0,10.0,1.0,1.0,0.1,2.1826629322874735,0.21826629322874735
gpt4o,gpt-4o-2024-11-20,824826,2026-06-12,San Diego Padres,Baltimore Orioles,Oriole Park at Camden Yards,total_strikeouts,18.0,12.0,24.0,12.0,17.0,1.0,1.0,0.058823529411764705,2.910217243049965,0.1711892495911744
gpt4o,gpt-4o-2024-11-20,824826,2026-06-12,San Diego Padres,Baltimore Orioles,Oriole Park at Camden Yards,total_home_runs,3.0,1.0,6.0,5.0,2.0,1.0,1.0,0.5,1.2125905179374854,0.6062952589687427
gpt4o,gpt-4o-2024-11-20,824826,2026-06-12,San Diego Padres,Baltimore Orioles,Oriole Park at Camden Yards,duration_min,175.0,150.0,210.0,60.0,164.0,1.0,11.0,0.06707317073170732,14.551086215249827,0.08872613545884041
gpt4o,gpt-4o-2024-11-20,824826,2026-06-12,San Diego Padres,Baltimore Orioles,Oriole Park at Camden Yards,attendance,30000.0,25000.0,40000.0,15000.0,25458.0,1.0,4542.0,0.17841150129625266,3637.771553812456,0.14289306127003126
gpt4o,gpt-4o-2024-11-20,824827,2026-06-11,Seattle Mariners,Baltimore Orioles,Oriole Park at Camden Yards,total_runs,9.0,5.0,13.0,8.0,12.0,1.0,3.0,0.25,1.9401448286999765,0.16167873572499805
gpt4o,gpt-4o-2024-11-20,824827,2026-06-11,Seattle Mariners,Baltimore Orioles,Oriole Park at Camden Yards,total_strikeouts,17.0,12.0,22.0,10.0,16.0,1.0,1.0,0.0625,2.425181035874971,0.15157381474218568
gpt4o,gpt-4o-2024-11-20,824827,2026-06-11,Seattle Mariners,Baltimore Orioles,Oriole Park at Camden Yards,total_home_runs,3.0,1.0,6.0,5.0,5.0,1.0,2.0,0.4,1.2125905179374854,0.2425181035874971
gpt4o,gpt-4o-2024-11-20,824827,2026-06-11,Seattle Mariners,Baltimore Orioles,Oriole Park at Camden Yards,duration_min,180.0,150.0,210.0,60.0,164.0,1.0,16.0,0.0975609756097561,14.551086215249827,0.08872613545884041
