model,ticker,pred_date,run,current_price,window_days,target_date,actual_date,actual_price,point_estimate,ci_50_low,ci_50_high,ci_80_low,ci_80_high,ci_90_low,ci_90_high,hit_50,hit_80,hit_90,brier_score
gpt4,BSX,2026-02-20,4,74.58000183105469,20,2026-03-12,2026-03-12,68.55000305175781,74.58,73.83,75.33,72.89,76.27,72.05,77.11,0.0,0.0,0.0,0.007737830779033354
gpt4,BSX,2026-02-20,5,74.58000183105469,20,2026-03-12,2026-03-12,68.55000305175781,74.58,73.83,75.33,72.95,76.21,72.34,76.82,0.0,0.0,0.0,0.007737830779033354
gpt4,BSX,2026-02-23,1,74.37000274658203,18,2026-03-13,2026-03-13,69.12999725341797,74.7,73.5,75.9,72.8,76.7,72.1,77.3,0.0,0.0,0.0,0.006491988463468846
gpt4,BSX,2026-02-23,2,74.37000274658203,18,2026-03-13,2026-03-13,69.12999725341797,74.37,73.77,74.97,72.87,75.87,72.12,76.62,0.0,0.0,0.0,0.005745528059901112
gpt4,BSX,2026-02-23,3,74.37000274658203,18,2026-03-13,2026-03-13,69.12999725341797,74.37,73.5,75.24,72.5,76.24,71.75,77.0,0.0,0.0,0.0,0.005745528059901112
gpt4,BSX,2026-02-23,4,74.37000274658203,18,2026-03-13,2026-03-13,69.12999725341797,74.37,73.91,74.83,73.39,75.35,73.01,75.73,0.0,0.0,0.0,0.005745528059901112
gpt4,BSX,2026-02-23,5,74.37000274658203,18,2026-03-13,2026-03-13,69.12999725341797,74.37,73.7,75.04,72.9,75.84,72.3,76.44,0.0,0.0,0.0,0.005745528059901112
gpt4,BSX,2026-02-23,1,74.37000274658203,3,2026-02-26,2026-02-26,75.75,74.82,74.2,75.44,73.6,76.04,73.2,76.44,0.0,1.0,1.0,0.0001507303205568104
gpt4,BSX,2026-02-23,2,74.37000274658203,3,2026-02-26,2026-02-26,75.75,74.37,73.62,75.12,72.24,76.5,71.43,77.31,0.0,1.0,1.0,0.00033188903048720497
gpt4,BSX,2026-02-23,3,74.37000274658203,3,2026-02-26,2026-02-26,75.75,74.5,73.91,75.09,73.41,75.59,73.08,75.92,0.0,0.0,1.0,0.0002723044581685891
gpt4,BSX,2026-02-23,4,74.37000274658203,3,2026-02-26,2026-02-26,75.75,74.5,73.7,75.3,72.8,76.2,72.0,77.0,0.0,1.0,1.0,0.0002723044581685891
gpt4,BSX,2026-02-23,5,74.37000274658203,3,2026-02-26,2026-02-26,75.75,74.37,73.9,74.84,73.1,75.64,72.3,76.44,0.0,0.0,1.0,0.00033188903048720497
gpt4,BSX,2026-02-24,1,75.1500015258789,20,2026-03-16,2026-03-16,69.79000091552734,75.15,74.0,76.3,72.5,77.8,71.5,78.8,0.0,0.0,0.0,0.005898519547297666
gpt4,BSX,2026-02-24,2,75.1500015258789,20,2026-03-16,2026-03-16,69.79000091552734,75.78,74.95,76.6,74.5,77.05,74.2,77.36,0.0,0.0,0.0,0.007366600259421651
gpt4,BSX,2026-02-24,3,75.1500015258789,20,2026-03-16,2026-03-16,69.79000091552734,75.15,74.5,75.8,73.9,76.4,73.3,76.9,0.0,0.0,0.0,0.005898519547297666
gpt4,BSX,2026-02-24,4,75.1500015258789,20,2026-03-16,2026-03-16,69.79000091552734,75.5,73.0,78.0,71.0,80.0,70.0,81.0,0.0,0.0,0.0,0.00669399940128186
gpt4,BSX,2026-02-24,5,75.1500015258789,20,2026-03-16,2026-03-16,69.79000091552734,75.15,73.9,76.4,72.7,77.6,71.9,78.4,0.0,0.0,0.0,0.005898519547297666
gpt4,BSX,2026-02-24,1,75.1500015258789,2,2026-02-26,2026-02-26,75.75,75.3,75.0,75.6,74.5,76.1,74.2,76.4,0.0,1.0,1.0,3.52906577786496e-05
gpt4,BSX,2026-02-24,2,75.1500015258789,2,2026-02-26,2026-02-26,75.75,75.15,73.9,76.4,72.3,78.0,71.25,79.05,1.0,1.0,1.0,6.273894716204176e-05
gpt4,BSX,2026-02-24,3,75.1500015258789,2,2026-02-26,2026-02-26,75.75,75.4,75.0,75.8,74.7,76.1,74.5,76.3,1.0,1.0,1.0,2.134866952041669e-05
gpt4,BSX,2026-02-24,4,75.1500015258789,2,2026-02-26,2026-02-26,75.75,75.6,75.0,76.2,74.5,76.7,74.0,77.2,1.0,1.0,1.0,3.921184197627981e-06
gpt4,BSX,2026-02-24,5,75.1500015258789,2,2026-02-26,2026-02-26,75.75,75.15,74.9,75.4,74.5,75.8,74.2,76.1,0.0,1.0,1.0,6.273894716204176e-05
gpt4,BSX,2026-02-25,1,73.4800033569336,7,2026-03-04,2026-03-04,72.20999908447266,73.85,73.2,74.5,72.75,74.95,72.4,75.3,0.0,0.0,0.0,0.0005158144473048044
gpt4,BSX,2026-02-25,2,73.4800033569336,7,2026-03-04,2026-03-04,72.20999908447266,73.8,73.3,74.3,72.8,74.8,72.5,75.1,0.0,0.0,0.0,0.00048484181663285077
gpt4,BSX,2026-02-25,3,73.4800033569336,7,2026-03-04,2026-03-04,72.20999908447266,73.5,72.9,74.1,72.5,74.5,72.0,75.0,0.0,0.0,1.0,0.00031914302564730256
gpt4,BSX,2026-02-25,4,73.4800033569336,7,2026-03-04,2026-03-04,72.20999908447266,73.99,73.24,74.74,72.5,75.48,72.0,75.98,0.0,0.0,1.0,0.0006076391847579795
gpt4,BSX,2026-02-25,5,73.4800033569336,7,2026-03-04,2026-03-04,72.20999908447266,74.12,72.9,75.34,71.78,76.46,71.04,77.2,0.0,1.0,1.0,0.0006996365214970873
gpt4,BSX,2026-02-26,1,75.75,6,2026-03-04,2026-03-04,72.20999908447266,76.25,74.5,78.0,73.0,79.5,72.0,80.5,0.0,0.0,1.0,0.003130172330144918
gpt4,BSX,2026-02-26,2,75.75,6,2026-03-04,2026-03-04,72.20999908447266,75.75,74.5,77.0,73.5,78.0,72.5,79.0,0.0,0.0,0.0,0.002403322596040144
gpt4,BSX,2026-02-26,3,75.75,6,2026-03-04,2026-03-04,72.20999908447266,76.0,74.5,77.5,73.0,79.0,72.0,80.0,0.0,0.0,1.0,0.0027547611577078985
gpt4,BSX,2026-02-26,4,75.75,6,2026-03-04,2026-03-04,72.20999908447266,75.75,74.5,77.0,73.0,78.5,72.0,79.5,0.0,0.0,1.0,0.002403322596040144
gpt4,BSX,2026-02-26,5,75.75,6,2026-03-04,2026-03-04,72.20999908447266,75.75,74.25,77.25,72.5,79.0,71.25,80.25,0.0,0.0,1.0,0.002403322596040144
gpt4,BSX,2026-02-26,1,75.75,7,2026-03-05,2026-03-05,72.98999786376953,76.5,75.25,77.75,74.5,78.5,74.0,79.0,0.0,0.0,0.0,0.002312533643341126
gpt4,BSX,2026-02-26,2,75.75,7,2026-03-05,2026-03-05,72.98999786376953,76.5,75.25,77.75,74.5,78.5,74.0,79.0,0.0,0.0,0.0,0.002312533643341126
gpt4,BSX,2026-02-26,3,75.75,7,2026-03-05,2026-03-05,72.98999786376953,76.25,74.75,77.75,73.5,78.5,72.75,79.25,0.0,0.0,1.0,0.0019948445907170854
gpt4,BSX,2026-02-26,4,75.75,7,2026-03-05,2026-03-05,72.98999786376953,75.85,74.95,76.65,74.25,77.45,73.75,77.95,0.0,0.0,0.0,0.0015353451207313219
gpt4,BSX,2026-02-26,5,75.75,7,2026-03-05,2026-03-05,72.98999786376953,76.5,75.3,77.7,74.5,78.5,73.5,79.5,0.0,0.0,0.0,0.002312533643341126
gpt4,BSX,2026-02-27,1,76.8499984741211,21,2026-03-20,2026-03-20,69.4800033569336,77.15,75.7,78.6,74.9,79.4,74.2,80.1,0.0,0.0,0.0,0.012186266915278503
gpt4,BSX,2026-02-27,2,76.8499984741211,21,2026-03-20,2026-03-20,69.4800033569336,77.5,76.5,78.5,75.6,79.4,75.0,80.0,0.0,0.0,0.0,0.013323818606843894
gpt4,BSX,2026-02-27,3,76.8499984741211,21,2026-03-20,2026-03-20,69.4800033569336,77.29,75.92,78.66,74.85,79.73,74.14,80.44,0.0,0.0,0.0,0.012635197446399257
gpt4,BSX,2026-02-27,4,76.8499984741211,21,2026-03-20,2026-03-20,69.4800033569336,77.5,75.8,79.2,74.3,80.7,73.2,81.8,0.0,0.0,0.0,0.013323818606843894
gpt4,BSX,2026-02-27,5,76.8499984741211,21,2026-03-20,2026-03-20,69.4800033569336,77.43,76.56,78.3,75.8,79.06,75.34,79.52,0.0,0.0,0.0,0.013092248171527227
gpt4,BSX,2026-02-27,1,76.8499984741211,6,2026-03-05,2026-03-05,72.98999786376953,77.5,76.5,78.5,75.8,79.2,75.2,79.8,0.0,0.0,0.0,0.003817919729859921
gpt4,BSX,2026-02-27,2,76.8499984741211,6,2026-03-05,2026-03-05,72.98999786376953,76.85,75.85,77.85,74.85,78.85,73.85,79.85,0.0,0.0,0.0,0.002796716136186577
gpt4,BSX,2026-02-27,3,76.8499984741211,6,2026-03-05,2026-03-05,72.98999786376953,77.5,76.5,78.5,75.5,79.5,74.5,80.5,0.0,0.0,0.0,0.003817919729859921
gpt4,BSX,2026-02-27,4,76.8499984741211,6,2026-03-05,2026-03-05,72.98999786376953,77.2,76.6,77.8,76.0,78.4,75.5,78.9,0.0,0.0,0.0,0.003326886084732485
gpt4,BSX,2026-02-27,5,76.8499984741211,6,2026-03-05,2026-03-05,72.98999786376953,77.25,76.65,77.85,75.95,78.55,75.55,78.95,0.0,0.0,0.0,0.0034063787268268277
gpt4,BSX,2026-03-02,1,76.22000122070312,22,2026-03-24,2026-03-24,68.1500015258789,76.22,75.76,76.68,75.3,77.14,74.89,77.55,0.0,0.0,0.0,0.014022167978047683
gpt4,BSX,2026-03-02,2,76.22000122070312,22,2026-03-24,2026-03-24,68.1500015258789,76.22,75.1,77.34,74.05,78.39,73.25,79.19,0.0,0.0,0.0,0.014022167978047683
gpt4,BSX,2026-03-02,3,76.22000122070312,22,2026-03-24,2026-03-24,68.1500015258789,76.75,75.9,77.6,75.3,78.2,74.9,78.6,0.0,0.0,0.0,0.015924470791138564
gpt4,BSX,2026-03-02,4,76.22000122070312,22,2026-03-24,2026-03-24,68.1500015258789,76.22,74.5,77.94,72.8,79.64,71.6,80.84,0.0,0.0,0.0,0.014022167978047683
gpt4,BSX,2026-03-02,5,76.22000122070312,22,2026-03-24,2026-03-24,68.1500015258789,76.22,75.5,76.94,74.8,77.64,74.2,78.24,0.0,0.0,0.0,0.014022167978047683
gpt4,C,2026-02-18,1,116.2699966430664,1,2026-02-19,2026-02-19,115.5500030517578,116.27,115.67,116.87,114.87,117.67,114.27,118.27,0.0,1.0,1.0,3.8825887223517936e-05
gpt4,C,2026-02-18,2,116.2699966430664,1,2026-02-19,2026-02-19,115.5500030517578,116.3,115.9,116.7,115.5,117.1,115.2,117.4,0.0,1.0,1.0,4.212879816495213e-05
gpt4,C,2026-02-18,3,116.2699966430664,1,2026-02-19,2026-02-19,115.5500030517578,116.3,116.1,116.5,115.8,116.8,115.5,117.1,0.0,0.0,1.0,4.212879816495213e-05
gpt4,C,2026-02-18,4,116.2699966430664,1,2026-02-19,2026-02-19,115.5500030517578,116.27,115.9,116.64,115.45,117.09,115.1,117.44,0.0,1.0,1.0,3.8825887223517936e-05
gpt4,C,2026-02-18,5,116.2699966430664,1,2026-02-19,2026-02-19,115.5500030517578,116.4,115.8,117.0,115.2,117.6,114.8,118.0,0.0,1.0,1.0,5.4112152562012665e-05
gpt4,C,2026-02-19,1,115.5500030517578,1,2026-02-20,2026-02-20,116.0,115.55,114.8,116.3,113.9,117.2,113.5,117.6,1.0,1.0,1.0,1.5049048751486517e-05
gpt4,C,2026-02-19,2,115.5500030517578,1,2026-02-20,2026-02-20,116.0,115.55,115.2,115.9,114.8,116.3,114.4,116.7,0.0,1.0,1.0,1.5049048751486517e-05
gpt4,C,2026-02-19,3,115.5500030517578,1,2026-02-20,2026-02-20,116.0,115.75,115.2,116.3,114.9,116.6,114.6,116.9,1.0,1.0,1.0,4.6447681331747915e-06
gpt4,C,2026-02-19,4,115.5500030517578,1,2026-02-20,2026-02-20,116.0,115.55,114.22,116.88,113.09,118.01,111.95,119.15,1.0,1.0,1.0,1.5049048751486517e-05
gpt4,C,2026-02-19,5,115.5500030517578,1,2026-02-20,2026-02-20,116.0,115.8,115.5,116.1,115.3,116.3,115.2,116.4,1.0,1.0,1.0,2.972651605231951e-06
gpt4,C,2026-02-19,1,115.5500030517578,20,2026-03-11,2026-03-11,109.19000244140624,116.45,115.25,117.65,113.8,119.1,113.05,119.85,0.0,0.0,0.0,0.004420864438644029
gpt4,C,2026-02-19,2,115.5500030517578,20,2026-03-11,2026-03-11,109.19000244140624,115.55,114.0,117.0,112.0,119.0,110.0,121.0,0.0,0.0,0.0,0.003392720996177526
gpt4,C,2026-02-19,3,115.5500030517578,20,2026-03-11,2026-03-11,109.19000244140624,116.75,114.0,118.5,112.0,120.0,110.75,121.25,0.0,0.0,0.0,0.0047937740387337165
gpt4,C,2026-02-19,4,115.5500030517578,20,2026-03-11,2026-03-11,109.19000244140624,115.55,114.77,116.33,113.88,117.22,113.31,117.79,0.0,0.0,0.0,0.003392720996177526
gpt4,C,2026-02-19,5,115.5500030517578,20,2026-03-11,2026-03-11,109.19000244140624,115.55,113.95,117.15,112.35,118.75,111.2,119.9,0.0,0.0,0.0,0.003392720996177526
gpt4,C,2026-02-20,1,116.0,20,2026-03-12,2026-03-12,105.5,116.0,112.0,120.0,108.0,124.0,105.0,127.0,0.0,0.0,1.0,0.00990543788324611
gpt4,C,2026-02-20,2,116.0,20,2026-03-12,2026-03-12,105.5,117.5,115.3,119.7,113.1,121.9,111.0,124.0,0.0,0.0,0.0,0.01293771478628063
gpt4,C,2026-02-20,3,116.0,20,2026-03-12,2026-03-12,105.5,116.0,112.0,120.0,108.0,124.0,105.0,127.0,0.0,0.0,1.0,0.00990543788324611
gpt4,C,2026-02-20,4,116.0,20,2026-03-12,2026-03-12,105.5,118.5,117.5,119.5,116.0,121.0,114.5,122.5,0.0,0.0,0.0,0.015183845825565463
gpt4,C,2026-02-20,5,116.0,20,2026-03-12,2026-03-12,105.5,116.5,115.8,117.2,114.5,118.5,113.0,120.0,0.0,0.0,0.0,0.010871274230138585
gpt4,C,2026-02-23,1,110.75,18,2026-03-13,2026-03-13,105.69000244140624,110.75,108.5,112.0,106.0,115.5,104.0,117.5,0.0,0.0,1.0,0.002292095976079587
gpt4,C,2026-02-23,2,110.75,18,2026-03-13,2026-03-13,105.69000244140624,110.75,110.0,111.5,109.25,112.25,108.75,112.75,0.0,0.0,0.0,0.002292095976079587
gpt4,C,2026-02-23,3,110.75,18,2026-03-13,2026-03-13,105.69000244140624,111.5,110.25,112.75,109.5,113.5,108.75,114.25,0.0,0.0,0.0,0.0030219277998487426
gpt4,C,2026-02-23,4,110.75,18,2026-03-13,2026-03-13,105.69000244140624,111.5,110.5,112.5,109.75,113.25,109.0,114.0,0.0,0.0,0.0,0.0030219277998487426
gpt4,C,2026-02-23,5,110.75,18,2026-03-13,2026-03-13,105.69000244140624,111.5,110.0,113.0,108.5,114.5,107.0,116.0,0.0,0.0,0.0,0.0030219277998487426
gpt4,C,2026-02-23,1,110.75,3,2026-02-26,2026-02-26,116.19000244140624,110.75,108.5,113.0,106.0,115.5,104.0,117.5,0.0,0.0,1.0,0.0021921015419157836
gpt4,C,2026-02-23,2,110.75,3,2026-02-26,2026-02-26,116.19000244140624,110.75,109.75,111.75,108.5,113.0,107.0,114.5,0.0,0.0,0.0,0.0021921015419157836
gpt4,C,2026-02-23,3,110.75,3,2026-02-26,2026-02-26,116.19000244140624,111.5,110.25,112.75,109.75,113.25,109.0,114.0,0.0,0.0,0.0,0.0016293283563704388
gpt4,C,2026-02-23,4,110.75,3,2026-02-26,2026-02-26,116.19000244140624,111.5,110.95,112.05,110.6,112.4,110.3,112.7,0.0,0.0,0.0,0.0016293283563704388
gpt4,C,2026-02-23,5,110.75,3,2026-02-26,2026-02-26,116.19000244140624,111.2,110.4,112.0,109.8,112.6,109.5,112.9,0.0,0.0,0.0,0.0018444377170080753
gpt4,C,2026-02-24,1,109.55999755859376,20,2026-03-16,2026-03-16,107.3499984741211,109.56,107.98,111.14,106.27,112.85,104.92,114.2,0.0,1.0,1.0,0.00042381962402737754
gpt4,C,2026-02-24,2,109.55999755859376,20,2026-03-16,2026-03-16,107.3499984741211,109.56,107.48,111.64,104.3,114.82,101.73,117.39,0.0,1.0,1.0,0.00042381962402737754
gpt4,C,2026-02-24,3,109.55999755859376,20,2026-03-16,2026-03-16,107.3499984741211,110.85,109.1,112.6,108.3,113.4,107.7,114.0,0.0,0.0,0.0,0.0010629978403286972
gpt4,C,2026-02-24,4,109.55999755859376,20,2026-03-16,2026-03-16,107.3499984741211,109.56,107.95,111.17,106.82,112.3,106.09,113.03,0.0,1.0,1.0,0.00042381962402737754
gpt4,C,2026-02-24,5,109.55999755859376,20,2026-03-16,2026-03-16,107.3499984741211,111.75,110.5,113.0,109.0,114.5,108.0,115.5,0.0,0.0,0.0,0.0016799701647671503
gpt4,C,2026-02-24,1,109.55999755859376,2,2026-02-26,2026-02-26,116.19000244140624,109.56,108.0,111.12,106.5,112.62,105.5,113.62,0.0,0.0,0.0,0.0032560409258843293
gpt4,C,2026-02-24,2,109.55999755859376,2,2026-02-26,2026-02-26,116.19000244140624,109.56,108.96,110.16,107.86,111.26,106.86,112.26,0.0,0.0,0.0,0.0032560409258843293
gpt4,C,2026-02-24,3,109.55999755859376,2,2026-02-26,2026-02-26,116.19000244140624,109.56,108.0,111.12,106.0,113.12,104.0,115.12,0.0,0.0,0.0,0.0032560409258843293
gpt4,C,2026-02-24,4,109.55999755859376,2,2026-02-26,2026-02-26,116.19000244140624,109.56,108.5,110.62,107.5,111.62,106.5,112.62,0.0,0.0,0.0,0.0032560409258843293
gpt4,C,2026-02-24,5,109.55999755859376,2,2026-02-26,2026-02-26,116.19000244140624,109.87,108.75,110.99,107.55,112.19,106.8,112.94,0.0,0.0,0.0,0.002958673013250972
gpt4,C,2026-02-25,1,114.33999633789062,7,2026-03-04,2026-03-04,111.31999969482422,114.5,113.9,115.1,113.5,115.5,113.2,115.8,0.0,0.0,0.0,0.0008160333919631934
gpt4,C,2026-02-25,2,114.33999633789062,7,2026-03-04,2026-03-04,111.31999969482422,114.34,113.0,115.68,111.5,117.18,110.5,118.18,0.0,0.0,1.0,0.0007359826573061076
gpt4,C,2026-02-25,3,114.33999633789062,7,2026-03-04,2026-03-04,111.31999969482422,114.34,113.5,115.18,112.66,116.02,112.0,116.68,0.0,0.0,0.0,0.0007359826573061076
gpt4,C,2026-02-25,4,114.33999633789062,7,2026-03-04,2026-03-04,111.31999969482422,114.34,113.57,115.11,112.46,116.22,111.23,117.45,0.0,0.0,1.0,0.0007359826573061076
gpt4,C,2026-02-25,5,114.33999633789062,7,2026-03-04,2026-03-04,111.31999969482422,114.34,113.77,114.91,112.89,115.79,112.39,116.29,0.0,0.0,0.0,0.0007359826573061076
gpt4,C,2026-02-26,1,116.19000244140624,6,2026-03-04,2026-03-04,111.31999969482422,116.19,114.5,117.9,113.0,119.4,111.5,120.9,0.0,0.0,0.0,0.0019138662498300982
gpt4,C,2026-02-26,2,116.19000244140624,6,2026-03-04,2026-03-04,111.31999969482422,116.19,115.0,117.5,113.5,118.8,112.5,119.9,0.0,0.0,0.0,0.0019138662498300982
gpt4,C,2026-02-26,3,116.19000244140624,6,2026-03-04,2026-03-04,111.31999969482422,116.19,114.93,117.45,113.67,118.71,112.9,119.48,0.0,0.0,0.0,0.0019138662498300982
gpt4,C,2026-02-26,4,116.19000244140624,6,2026-03-04,2026-03-04,111.31999969482422,116.19,114.5,117.88,113.2,119.18,112.3,120.08,0.0,0.0,0.0,0.0019138662498300982
gpt4,C,2026-02-26,5,116.19000244140624,6,2026-03-04,2026-03-04,111.31999969482422,116.19,114.6,117.78,112.3,120.08,110.8,121.58,0.0,0.0,1.0,0.0019138662498300982
gpt4,C,2026-02-26,1,116.19000244140624,7,2026-03-05,2026-03-05,108.9499969482422,116.19,114.96,117.42,113.53,118.85,112.78,119.6,0.0,0.0,0.0,0.00441593887887358
gpt4,C,2026-02-26,2,116.19000244140624,7,2026-03-05,2026-03-05,108.9499969482422,116.19,114.5,118.08,112.87,119.51,111.7,120.68,0.0,0.0,0.0,0.00441593887887358
gpt4,C,2026-02-26,3,116.19000244140624,7,2026-03-05,2026-03-05,108.9499969482422,116.19,114.9,117.48,113.22,119.16,111.95,120.43,0.0,0.0,0.0,0.00441593887887358
gpt4,C,2026-02-26,4,116.19000244140624,7,2026-03-05,2026-03-05,108.9499969482422,116.5,115.5,117.5,114.8,118.2,114.0,119.0,0.0,0.0,0.0,0.00480219520218181
gpt4,C,2026-02-26,5,116.19000244140624,7,2026-03-05,2026-03-05,108.9499969482422,116.19,114.79,117.59,113.39,119.0,112.59,119.79,0.0,0.0,0.0,0.00441593887887358
gpt4,C,2026-02-27,1,110.19000244140624,21,2026-03-20,2026-03-20,109.5199966430664,111.5,109.0,114.0,107.5,115.5,106.0,117.0,1.0,1.0,1.0,0.0003268473811248131
gpt4,C,2026-02-27,2,110.19000244140624,21,2026-03-20,2026-03-20,109.5199966430664,112.5,111.5,113.5,110.0,115.0,109.0,116.0,0.0,0.0,1.0,0.000740366335233545
gpt4,C,2026-02-27,3,110.19000244140624,21,2026-03-20,2026-03-20,109.5199966430664,111.76,110.3,113.22,109.41,114.11,108.72,114.8,0.0,1.0,1.0,0.00041832179728246974
gpt4,C,2026-02-27,4,110.19000244140624,21,2026-03-20,2026-03-20,109.5199966430664,110.19,108.81,111.57,106.91,113.47,105.46,114.92,1.0,1.0,1.0,3.742545712966046e-05
gpt4,C,2026-02-27,5,110.19000244140624,21,2026-03-20,2026-03-20,109.5199966430664,111.74,109.0,114.48,107.12,116.36,105.45,118.03,1.0,1.0,1.0,0.00041088512464055194
gpt4,C,2026-02-27,1,110.19000244140624,6,2026-03-05,2026-03-05,108.9499969482422,110.19,108.19,112.19,106.19,114.19,105.19,115.19,1.0,1.0,1.0,0.00012953617329819643
gpt4,C,2026-02-27,2,110.19000244140624,6,2026-03-05,2026-03-05,108.9499969482422,110.19,109.5,110.89,108.82,111.56,108.1,112.28,0.0,1.0,1.0,0.00012953617329819643
gpt4,C,2026-02-27,3,110.19000244140624,6,2026-03-05,2026-03-05,108.9499969482422,110.19,108.64,111.74,107.12,113.26,106.32,114.06,1.0,1.0,1.0,0.00012953617329819643
gpt4,C,2026-02-27,4,110.19000244140624,6,2026-03-05,2026-03-05,108.9499969482422,110.5,109.7,111.3,108.9,112.1,108.3,112.7,0.0,1.0,1.0,0.0002024000715284544
gpt4,C,2026-02-27,5,110.19000244140624,6,2026-03-05,2026-03-05,108.9499969482422,110.19,108.09,112.29,105.49,114.89,103.69,116.69,1.0,1.0,1.0,0.00012953617329819643
gpt4,C,2026-03-02,1,111.4499969482422,22,2026-03-24,2026-03-24,113.73999786376952,112.7,111.2,114.2,110.0,115.6,109.2,116.5,1.0,1.0,1.0,8.360619581275025e-05
gpt4,C,2026-03-02,2,111.4499969482422,22,2026-03-24,2026-03-24,113.73999786376952,112.5,111.0,114.0,109.5,115.5,108.5,116.5,1.0,1.0,1.0,0.00011885444883629769
gpt4,C,2026-03-02,3,111.4499969482422,22,2026-03-24,2026-03-24,113.73999786376952,112.75,111.7,113.8,110.65,114.85,109.9,115.6,1.0,1.0,1.0,7.576036937360991e-05
gpt4,C,2026-03-02,4,111.4499969482422,22,2026-03-24,2026-03-24,113.73999786376952,111.45,110.9,112.0,109.8,113.1,109.0,113.9,0.0,0.0,1.0,0.00040536264296824314
gpt4,C,2026-03-02,5,111.4499969482422,22,2026-03-24,2026-03-24,113.73999786376952,111.45,109.5,113.4,107.0,115.9,105.5,117.4,0.0,1.0,1.0,0.00040536264296824314
gpt4,CAT,2026-02-18,1,751.969970703125,1,2026-02-19,2026-02-19,760.530029296875,751.97,744.45,759.49,737.95,765.99,732.19,771.75,0.0,1.0,1.0,0.00012668283352178952
gpt4,CAT,2026-02-18,2,751.969970703125,1,2026-02-19,2026-02-19,760.530029296875,751.97,747.0,757.0,742.0,762.0,738.0,766.0,0.0,1.0,1.0,0.00012668283352178952
gpt4,CAT,2026-02-18,3,751.969970703125,1,2026-02-19,2026-02-19,760.530029296875,752.5,751.5,753.5,750.5,754.5,750.0,755.0,0.0,0.0,0.0,0.00011148117208020032
gpt4,CAT,2026-02-18,4,751.969970703125,1,2026-02-19,2026-02-19,760.530029296875,754.0,750.97,757.0,749.0,759.0,747.5,760.5,0.0,0.0,0.0,7.372207085182207e-05
gpt4,CAT,2026-02-18,5,751.969970703125,1,2026-02-19,2026-02-19,760.530029296875,754.47,749.97,758.97,746.47,762.47,744.97,764.97,0.0,1.0,1.0,6.349166469833522e-05
gpt4,CAT,2026-02-19,1,760.530029296875,1,2026-02-20,2026-02-20,759.739990234375,760.53,753.93,767.13,746.53,774.53,738.93,782.13,1.0,1.0,1.0,1.0812719726750002e-06
gpt4,CAT,2026-02-19,2,760.530029296875,1,2026-02-20,2026-02-20,759.739990234375,760.53,755.73,765.33,750.13,770.93,745.53,775.53,1.0,1.0,1.0,1.0812719726750002e-06
gpt4,CAT,2026-02-19,3,760.530029296875,1,2026-02-20,2026-02-20,759.739990234375,760.93,759.63,762.23,758.53,763.33,757.83,763.93,1.0,1.0,1.0,2.4534153438039604e-06
gpt4,CAT,2026-02-19,4,760.530029296875,1,2026-02-20,2026-02-20,759.739990234375,761.0,759.8,762.2,758.5,763.5,757.8,764.8,0.0,1.0,1.0,2.750539261538128e-06
gpt4,CAT,2026-02-19,5,760.530029296875,1,2026-02-20,2026-02-20,759.739990234375,760.53,758.0,763.06,755.0,766.06,752.0,769.06,1.0,1.0,1.0,1.0812719726750002e-06
gpt4,CAT,2026-02-19,1,760.530029296875,20,2026-03-11,2026-03-11,707.5900268554688,760.53,752.0,769.0,745.0,776.0,737.0,784.0,0.0,0.0,0.0,0.005597627920034217
gpt4,CAT,2026-02-19,2,760.530029296875,20,2026-03-11,2026-03-11,707.5900268554688,760.53,750.0,770.0,740.0,780.0,730.0,790.0,0.0,0.0,0.0,0.005597627920034217
gpt4,CAT,2026-02-19,3,760.530029296875,20,2026-03-11,2026-03-11,707.5900268554688,763.5,755.0,772.0,745.0,782.5,740.0,788.0,0.0,0.0,0.0,0.006243313759772057
gpt4,CAT,2026-02-19,4,760.530029296875,20,2026-03-11,2026-03-11,707.5900268554688,768.13,762.0,774.26,755.0,781.0,750.0,786.0,0.0,0.0,0.0,0.0073201678881470444
gpt4,CAT,2026-02-19,5,760.530029296875,20,2026-03-11,2026-03-11,707.5900268554688,762.75,759.0,766.5,755.0,770.0,752.0,773.0,0.0,0.0,0.0,0.006076936326906446
gpt4,CAT,2026-02-20,1,759.739990234375,20,2026-03-12,2026-03-12,700.6900024414062,759.74,752.14,767.34,744.94,774.54,739.74,779.74,0.0,0.0,0.0,0.007102118692643628
gpt4,CAT,2026-02-20,2,759.739990234375,20,2026-03-12,2026-03-12,700.6900024414062,763.5,759.0,768.0,754.0,773.0,750.0,778.0,0.0,0.0,0.0,0.008035366889317533
gpt4,CAT,2026-02-20,3,759.739990234375,20,2026-03-12,2026-03-12,700.6900024414062,759.74,751.14,768.34,743.14,776.34,735.14,784.34,0.0,0.0,0.0,0.007102118692643628
gpt4,CAT,2026-02-20,4,759.739990234375,20,2026-03-12,2026-03-12,700.6900024414062,759.74,749.0,770.48,739.0,780.48,734.0,785.48,0.0,0.0,0.0,0.007102118692643628
gpt4,CAT,2026-02-20,5,759.739990234375,20,2026-03-12,2026-03-12,700.6900024414062,759.74,742.0,777.0,725.0,794.0,715.0,804.0,0.0,0.0,0.0,0.007102118692643628
