model,domain,item,pred_date,horizon,horizon_days,target_date,adjusted_target_date,unit,current_value,point_estimate,ci_90_low,ci_90_high,actual_value,adjustment_note,status,fetched_at
claude,stocks,ON,2026-05-14,1w,7,2026-05-21,2026-05-21,USD,118.37000274658203,120.0,108.0,132.0,109.61000061035156,,resolved,2026-05-21T20:02:27.211665Z
claude,stocks,ON,2026-05-20,1d,1,2026-05-21,2026-05-21,USD,110.20999908447266,110.8,105.5,116.1,109.61000061035156,,resolved,2026-05-21T20:02:27.396061Z
claude,stocks,ORCL,2026-04-21,1m,30,2026-05-21,2026-05-21,USD,181.1699981689453,185.0,160.0,210.0,189.77000427246094,,resolved,2026-05-21T20:02:27.784379Z
claude,stocks,ORCL,2026-05-14,1w,7,2026-05-21,2026-05-21,USD,196.63999938964844,199.0,185.0,213.0,189.77000427246094,,resolved,2026-05-21T20:02:28.557294Z
claude,stocks,ORCL,2026-05-20,1d,1,2026-05-21,2026-05-21,USD,185.9199981689453,186.5,181.0,192.0,189.77000427246094,,resolved,2026-05-21T20:02:28.760290Z
claude,stocks,ORLY,2026-04-21,1m,30,2026-05-21,2026-05-21,USD,93.80999755859375,96.0,83.0,109.0,92.33999633789062,,resolved,2026-05-21T20:02:29.188936Z
claude,stocks,ORLY,2026-05-14,1w,7,2026-05-21,2026-05-21,USD,89.68000030517578,90.0,85.0,95.0,92.33999633789062,,resolved,2026-05-21T20:02:29.734815Z
claude,stocks,ORLY,2026-05-20,1d,1,2026-05-21,2026-05-21,USD,92.22000122070312,92.5,90.1,94.9,92.33999633789062,,resolved,2026-05-21T20:02:29.914678Z
claude,stocks,OXY,2026-04-21,1m,30,2026-05-21,2026-05-21,USD,56.33000183105469,57.5,47.0,68.0,58.83000183105469,,resolved,2026-05-21T20:02:30.318951Z
claude,stocks,OXY,2026-05-14,1w,7,2026-05-21,2026-05-21,USD,56.84000015258789,57.5,53.5,61.5,58.83000183105469,,resolved,2026-05-21T20:02:30.980344Z
claude,stocks,OXY,2026-05-20,1d,1,2026-05-21,2026-05-21,USD,58.869998931884766,59.1,57.2,61.0,58.83000183105469,,resolved,2026-05-21T20:02:31.210050Z
claude,stocks,O,2026-04-21,1m,30,2026-05-21,2026-05-21,USD,64.0,65.0,58.0,72.0,62.224998474121094,,resolved,2026-05-21T20:02:31.674206Z
claude,stocks,O,2026-05-14,1w,7,2026-05-21,2026-05-21,USD,61.959999084472656,62.4,59.2,65.6,62.224998474121094,,resolved,2026-05-21T20:02:32.472271Z
claude,stocks,O,2026-05-20,1d,1,2026-05-21,2026-05-21,USD,62.2400016784668,62.35,61.1,63.6,62.224998474121094,,resolved,2026-05-21T20:02:32.819922Z
claude,stocks,PANW,2026-04-21,1m,30,2026-05-21,2026-05-21,USD,174.9600067138672,178.0,150.0,207.0,252.9199981689453,,resolved,2026-05-21T20:02:33.291385Z
claude,stocks,PANW,2026-05-14,1w,7,2026-05-21,2026-05-21,USD,238.8300018310547,242.0,222.0,262.0,252.9199981689453,,resolved,2026-05-21T20:02:33.823737Z
claude,stocks,PANW,2026-05-20,1d,1,2026-05-21,2026-05-21,USD,246.66000366210938,248.5,238.0,259.0,252.9199981689453,,resolved,2026-05-21T20:02:34.033962Z
claude,stocks,PCAR,2026-04-21,1m,30,2026-05-21,2026-05-21,USD,126.18000030517578,128.0,110.0,146.0,109.33999633789062,,resolved,2026-05-21T20:02:34.486516Z
claude,stocks,PCAR,2026-05-14,1w,7,2026-05-21,2026-05-21,USD,112.5999984741211,114.0,106.0,122.0,109.33999633789062,,resolved,2026-05-21T20:02:35.366203Z
claude,stocks,PCAR,2026-05-20,1d,1,2026-05-21,2026-05-21,USD,111.63999938964844,112.1,109.2,115.0,109.33999633789062,,resolved,2026-05-21T20:02:35.591287Z
claude,stocks,PEP,2026-04-21,1m,30,2026-05-21,2026-05-21,USD,154.9199981689453,157.5,142.0,173.0,148.85000610351562,,resolved,2026-05-21T20:02:36.032210Z
claude,stocks,PEP,2026-05-14,1w,7,2026-05-21,2026-05-21,USD,148.47999572753906,149.5,143.0,156.0,148.85000610351562,,resolved,2026-05-21T20:02:37.804666Z
claude,stocks,PEP,2026-05-20,1d,1,2026-05-21,2026-05-21,USD,149.47000122070312,149.8,146.5,153.1,148.85000610351562,,resolved,2026-05-21T20:02:38.035552Z
claude,stocks,PFE,2026-04-21,1m,30,2026-05-21,2026-05-21,USD,27.309999465942383,27.8,24.5,31.2,25.950000762939453,,resolved,2026-05-21T20:02:38.556411Z
claude,stocks,PFE,2026-05-14,1w,7,2026-05-21,2026-05-21,USD,25.764999389648438,25.9,24.5,27.3,25.950000762939453,,resolved,2026-05-21T20:02:39.622068Z
claude,stocks,PFE,2026-05-20,1d,1,2026-05-21,2026-05-21,USD,25.844999313354492,25.9,25.2,26.6,25.950000762939453,,resolved,2026-05-21T20:02:40.054253Z
claude,stocks,PG,2026-04-21,1m,30,2026-05-21,2026-05-21,USD,142.32000732421875,144.0,130.0,158.0,143.41000366210938,,resolved,2026-05-21T20:02:40.554169Z
claude,stocks,PG,2026-05-14,1w,7,2026-05-21,2026-05-21,USD,143.30999755859375,144.0,138.5,149.5,143.41000366210938,,resolved,2026-05-21T20:02:41.298948Z
claude,stocks,PG,2026-05-20,1d,1,2026-05-21,2026-05-21,USD,142.98500061035156,143.5,140.5,146.5,143.41000366210938,,resolved,2026-05-21T20:02:41.603249Z
claude,stocks,PLD,2026-04-21,1m,30,2026-05-21,2026-05-21,USD,141.9199981689453,145.0,124.0,166.0,144.63999938964844,,resolved,2026-05-21T20:02:42.140650Z
claude,stocks,PLD,2026-05-14,1w,7,2026-05-21,2026-05-21,USD,142.5749969482422,144.0,136.0,152.0,144.63999938964844,,resolved,2026-05-21T20:02:42.721920Z
claude,stocks,PLD,2026-05-20,1d,1,2026-05-21,2026-05-21,USD,144.6699981689453,145.2,141.5,148.9,144.63999938964844,,resolved,2026-05-21T20:02:42.973544Z
claude,stocks,PM,2026-04-21,1m,30,2026-05-21,2026-05-21,USD,153.25,155.0,140.0,170.0,188.4600067138672,,resolved,2026-05-21T20:02:43.405636Z
claude,stocks,PM,2026-05-14,1w,7,2026-05-21,2026-05-21,USD,191.5850067138672,193.0,183.0,203.0,188.4600067138672,,resolved,2026-05-21T20:02:43.975460Z
claude,stocks,PM,2026-05-20,1d,1,2026-05-21,2026-05-21,USD,186.89700317382812,187.5,183.5,191.5,188.4600067138672,,resolved,2026-05-21T20:02:44.055682Z
claude,stocks,PNC,2026-04-21,1m,30,2026-05-21,2026-05-21,USD,228.0500030517578,234.0,205.0,263.0,218.32000732421875,,resolved,2026-05-21T20:02:45.527589Z
claude,stocks,PNC,2026-05-14,1w,7,2026-05-21,2026-05-21,USD,213.55999755859375,215.8,204.0,227.0,218.32000732421875,,resolved,2026-05-21T20:02:46.234281Z
claude,stocks,PNC,2026-05-20,1d,1,2026-05-21,2026-05-21,USD,216.8300018310547,217.5,212.0,223.0,218.32000732421875,,resolved,2026-05-21T20:02:46.680007Z
claude,stocks,PPG,2026-04-21,1m,30,2026-05-21,2026-05-21,USD,110.91999816894531,113.5,97.0,130.0,106.63999938964844,,resolved,2026-05-21T20:02:47.132335Z
claude,stocks,PPG,2026-05-14,1w,7,2026-05-21,2026-05-21,USD,105.91999816894531,107.0,101.0,113.0,106.63999938964844,,resolved,2026-05-21T20:02:47.970089Z
claude,stocks,PPG,2026-05-20,1d,1,2026-05-21,2026-05-21,USD,104.38999938964844,104.8,102.0,107.6,106.63999938964844,,resolved,2026-05-21T20:02:48.240559Z
claude,stocks,PSA,2026-04-21,1m,30,2026-05-21,2026-05-21,USD,308.3299865722656,314.0,278.0,350.0,304.9750061035156,,resolved,2026-05-21T20:02:49.713600Z
claude,stocks,PSA,2026-05-14,1w,7,2026-05-21,2026-05-21,USD,303.0299987792969,304.5,291.0,318.0,304.9750061035156,,resolved,2026-05-21T20:02:50.364133Z
claude,stocks,PSA,2026-05-20,1d,1,2026-05-21,2026-05-21,USD,302.8699951171875,303.5,296.5,310.5,304.9750061035156,,resolved,2026-05-21T20:02:50.589750Z
claude,stocks,PYPL,2026-04-21,1m,30,2026-05-21,2026-05-21,USD,50.880001068115234,52.5,41.0,64.0,44.29999923706055,,resolved,2026-05-21T20:02:51.043418Z
claude,stocks,PYPL,2026-05-14,1w,7,2026-05-21,2026-05-21,USD,45.040000915527344,45.5,42.0,49.0,44.29999923706055,,resolved,2026-05-21T20:02:51.578306Z
claude,stocks,PYPL,2026-05-20,1d,1,2026-05-21,2026-05-21,USD,44.375,44.6,42.8,46.4,44.29999923706055,,resolved,2026-05-21T20:02:51.867970Z
claude,stocks,QCOM,2026-04-21,1m,30,2026-05-21,2026-05-21,USD,135.55999755859375,138.0,112.0,165.0,213.41000366210938,,resolved,2026-05-21T20:02:52.289509Z
claude,stocks,QCOM,2026-05-14,1w,7,2026-05-21,2026-05-21,USD,202.09080505371094,205.0,188.0,222.0,213.41000366210938,,resolved,2026-05-21T20:02:52.852053Z
claude,stocks,QCOM,2026-05-20,1d,1,2026-05-21,2026-05-21,USD,202.67999267578125,203.5,196.0,211.0,213.41000366210938,,resolved,2026-05-21T20:02:53.088425Z
claude,stocks,QQQ,2026-04-21,1m,30,2026-05-21,2026-05-21,USD,644.3300170898438,652.0,572.0,732.0,714.510009765625,,resolved,2026-05-21T20:02:53.518966Z
claude,stocks,QQQ,2026-05-14,1w,7,2026-05-21,2026-05-21,USD,719.8200073242188,725.0,690.0,760.0,714.510009765625,,resolved,2026-05-21T20:02:54.104167Z
claude,stocks,QQQ,2026-05-20,1d,1,2026-05-21,2026-05-21,USD,713.1500244140625,716.0,697.0,735.0,714.510009765625,,resolved,2026-05-21T20:02:54.172791Z
claude,stocks,RCL,2026-04-21,1m,30,2026-05-21,2026-05-21,USD,271.4700012207031,278.0,230.0,326.0,260.3399963378906,,resolved,2026-05-21T20:02:54.661089Z
claude,stocks,RCL,2026-05-14,1w,7,2026-05-21,2026-05-21,USD,265.3800048828125,268.0,250.0,286.0,260.3399963378906,,resolved,2026-05-21T20:02:55.296320Z
claude,stocks,RCL,2026-05-20,1d,1,2026-05-21,2026-05-21,USD,253.88999938964844,255.5,246.0,265.0,260.3399963378906,,resolved,2026-05-21T20:02:56.566824Z
claude,stocks,REGN,2026-04-21,1m,30,2026-05-21,2026-05-21,USD,747.3599853515625,760.0,660.0,860.0,642.5900268554688,,resolved,2026-05-21T20:02:58.505137Z
claude,stocks,REGN,2026-05-14,1w,7,2026-05-21,2026-05-21,USD,713.625,720.0,672.0,768.0,642.5900268554688,,resolved,2026-05-21T20:02:59.073698Z
claude,stocks,REGN,2026-05-20,1d,1,2026-05-21,2026-05-21,USD,649.760009765625,652.0,630.0,674.0,642.5900268554688,,resolved,2026-05-21T20:02:59.257767Z
claude,stocks,RMD,2026-04-21,1m,30,2026-05-21,2026-05-21,USD,221.22000122070312,228.0,195.0,262.0,208.7740020751953,,resolved,2026-05-21T20:02:59.673201Z
claude,stocks,RMD,2026-05-14,1w,7,2026-05-21,2026-05-21,USD,202.4600067138672,205.0,190.0,220.0,208.7740020751953,,resolved,2026-05-21T20:03:00.280460Z
claude,stocks,RMD,2026-05-20,1d,1,2026-05-21,2026-05-21,USD,209.86000061035156,210.5,203.0,218.0,208.7740020751953,,resolved,2026-05-21T20:03:01.554745Z
claude,stocks,ROK,2026-04-21,1m,30,2026-05-21,2026-05-21,USD,410.0400085449219,420.0,365.0,475.0,440.3399963378906,,resolved,2026-05-21T20:03:01.980961Z
claude,stocks,ROK,2026-05-14,1w,7,2026-05-21,2026-05-21,USD,456.5400085449219,461.0,432.0,490.0,440.3399963378906,,resolved,2026-05-21T20:03:02.558764Z
claude,stocks,ROK,2026-05-20,1d,1,2026-05-21,2026-05-21,USD,436.2300109863281,437.5,424.0,451.0,440.3399963378906,,resolved,2026-05-21T20:03:02.842984Z
claude,stocks,ROST,2026-04-21,1m,30,2026-05-21,2026-05-21,USD,225.58999633789062,228.0,200.0,256.0,217.19000244140625,,resolved,2026-05-21T20:03:03.291948Z
claude,stocks,ROST,2026-05-14,1w,7,2026-05-21,2026-05-21,USD,213.27000427246094,215.8,203.0,228.0,217.19000244140625,,resolved,2026-05-21T20:03:03.906433Z
claude,stocks,ROST,2026-05-20,1d,1,2026-05-21,2026-05-21,USD,217.7899932861328,218.5,212.0,225.0,217.19000244140625,,resolved,2026-05-21T20:03:04.188324Z
claude,stocks,RTX,2026-04-21,1m,30,2026-05-21,2026-05-21,USD,187.1699981689453,192.0,165.0,220.0,176.02000427246094,,resolved,2026-05-21T20:03:04.737876Z
claude,stocks,RTX,2026-05-14,1w,7,2026-05-21,2026-05-21,USD,175.76499938964844,177.5,168.0,187.0,176.02000427246094,,resolved,2026-05-21T20:03:05.465441Z
claude,stocks,RTX,2026-05-20,1d,1,2026-05-21,2026-05-21,USD,175.2100067138672,175.8,171.5,180.1,176.02000427246094,,resolved,2026-05-21T20:03:05.740649Z
claude,stocks,SBUX,2026-04-21,1m,30,2026-05-21,2026-05-21,USD,97.80000305175781,98.5,84.0,113.0,104.12999725341797,,resolved,2026-05-21T20:03:06.252581Z
claude,stocks,SBUX,2026-05-14,1w,7,2026-05-21,2026-05-21,USD,106.68000030517578,107.2,100.5,113.9,104.12999725341797,,resolved,2026-05-21T20:03:06.810363Z
claude,stocks,SBUX,2026-05-20,1d,1,2026-05-21,2026-05-21,USD,106.5,106.75,103.5,110.0,104.12999725341797,,resolved,2026-05-21T20:03:07.011916Z
claude,stocks,SCHW,2026-04-21,1m,30,2026-05-21,2026-05-21,USD,91.97000122070312,94.5,78.0,111.0,90.4000015258789,,resolved,2026-05-21T20:03:07.443229Z
claude,stocks,SCHW,2026-05-14,1w,7,2026-05-21,2026-05-21,USD,89.44999694824219,90.2,85.0,95.5,90.4000015258789,,resolved,2026-05-21T20:03:08.135727Z
claude,stocks,SCHW,2026-05-20,1d,1,2026-05-21,2026-05-21,USD,90.0999984741211,90.5,87.5,93.5,90.4000015258789,,resolved,2026-05-21T20:03:08.387638Z
claude,stocks,SHW,2026-04-21,1m,30,2026-05-21,2026-05-21,USD,334.6099853515625,342.0,295.0,390.0,309.9100036621094,,resolved,2026-05-21T20:03:09.006052Z
claude,stocks,SHW,2026-05-14,1w,7,2026-05-21,2026-05-21,USD,308.6400146484375,311.0,294.0,328.0,309.9100036621094,,resolved,2026-05-21T20:03:09.679166Z
claude,stocks,SHW,2026-05-20,1d,1,2026-05-21,2026-05-21,USD,307.70001220703125,308.5,299.0,318.0,309.9100036621094,,resolved,2026-05-21T20:03:09.913181Z
claude,stocks,SLB,2026-04-21,1m,30,2026-05-21,2026-05-21,USD,52.77000045776367,54.5,46.0,63.0,57.244998931884766,,resolved,2026-05-21T20:03:10.397294Z
claude,stocks,SLB,2026-05-14,1w,7,2026-05-21,2026-05-21,USD,55.75,56.25,52.5,59.8,57.244998931884766,,resolved,2026-05-21T20:03:11.049394Z
claude,stocks,SLB,2026-05-20,1d,1,2026-05-21,2026-05-21,USD,57.279998779296875,57.5,55.8,59.2,57.244998931884766,,resolved,2026-05-21T20:03:11.312037Z
claude,stocks,SNPS,2026-04-21,1m,30,2026-05-21,2026-05-21,USD,467.5799865722656,478.0,400.0,555.0,503.9800109863281,,resolved,2026-05-21T20:03:11.605470Z
claude,stocks,SNPS,2026-05-14,1w,7,2026-05-21,2026-05-21,USD,508.9200134277344,515.0,475.0,555.0,503.9800109863281,,resolved,2026-05-21T20:03:12.108445Z
claude,stocks,SNPS,2026-05-20,1d,1,2026-05-21,2026-05-21,USD,498.92999267578125,501.0,481.0,521.0,503.9800109863281,,resolved,2026-05-21T20:03:12.291016Z
claude,stocks,SO,2026-04-21,1m,30,2026-05-21,2026-05-21,USD,91.91999816894531,93.0,85.5,100.5,94.25499725341797,,resolved,2026-05-21T20:03:12.732818Z
claude,stocks,SO,2026-05-14,1w,7,2026-05-21,2026-05-21,USD,93.42500305175781,93.8,90.5,97.1,94.25499725341797,,resolved,2026-05-21T20:03:13.399039Z
claude,stocks,SO,2026-05-20,1d,1,2026-05-21,2026-05-21,USD,93.62000274658203,93.75,91.8,95.7,94.25499725341797,,resolved,2026-05-21T20:03:13.641056Z
claude,stocks,SPGI,2026-04-21,1m,30,2026-05-21,2026-05-21,USD,444.6700134277344,455.0,400.0,510.0,415.8699951171875,,resolved,2026-05-21T20:03:14.222753Z
claude,stocks,SPGI,2026-05-14,1w,7,2026-05-21,2026-05-21,USD,404.0199890136719,408.0,386.0,430.0,415.8699951171875,,resolved,2026-05-21T20:03:14.885185Z
claude,stocks,SPGI,2026-05-20,1d,1,2026-05-21,2026-05-21,USD,416.625,418.5,408.0,429.0,415.8699951171875,,resolved,2026-05-21T20:03:15.136376Z
claude,stocks,SPY,2026-04-21,1m,30,2026-05-21,2026-05-21,USD,704.0800170898438,710.0,638.0,782.0,742.77001953125,,resolved,2026-05-21T20:03:15.621776Z
claude,stocks,SPY,2026-05-14,1w,7,2026-05-21,2026-05-21,USD,747.8900146484375,753.0,718.0,788.0,742.77001953125,,resolved,2026-05-21T20:03:16.243164Z
claude,stocks,SPY,2026-05-20,1d,1,2026-05-21,2026-05-21,USD,741.25,743.5,725.0,762.0,742.77001953125,,resolved,2026-05-21T20:03:16.489408Z
claude,stocks,SRE,2026-04-21,1m,30,2026-05-21,2026-05-21,USD,93.1500015258789,95.0,84.0,106.0,91.54499816894531,,resolved,2026-05-21T20:03:16.953113Z
claude,stocks,SRE,2026-05-14,1w,7,2026-05-21,2026-05-21,USD,92.86000061035156,93.5,88.5,98.5,91.54499816894531,,resolved,2026-05-21T20:03:17.870498Z
claude,stocks,SRE,2026-05-20,1d,1,2026-05-21,2026-05-21,USD,91.45999908447266,91.6,89.5,93.7,91.54499816894531,,resolved,2026-05-21T20:03:18.084178Z
claude,stocks,STZ,2026-04-21,1m,30,2026-05-21,2026-05-21,USD,156.9499969482422,160.0,135.0,185.0,150.88499450683594,,resolved,2026-05-21T20:03:18.404907Z
claude,stocks,STZ,2026-05-14,1w,7,2026-05-21,2026-05-21,USD,140.61000061035156,142.0,132.0,152.0,150.88499450683594,,resolved,2026-05-21T20:03:18.973278Z
claude,stocks,STZ,2026-05-20,1d,1,2026-05-21,2026-05-21,USD,151.17999267578125,151.5,146.0,157.0,150.88499450683594,,resolved,2026-05-21T20:03:19.206411Z
claude,stocks,SYK,2026-04-21,1m,30,2026-05-21,2026-05-21,USD,327.29998779296875,335.0,300.0,370.0,313.5299987792969,,resolved,2026-05-21T20:03:19.632286Z
claude,stocks,SYK,2026-05-14,1w,7,2026-05-21,2026-05-21,USD,305.0,308.0,291.0,325.0,313.5299987792969,,resolved,2026-05-21T20:03:20.232045Z
claude,stocks,SYK,2026-05-20,1d,1,2026-05-21,2026-05-21,USD,320.9599914550781,322.5,314.0,331.0,313.5299987792969,,resolved,2026-05-21T20:03:20.475180Z
claude,stocks,TGT,2026-04-21,1m,30,2026-05-21,2026-05-21,USD,132.10000610351562,128.0,105.0,155.0,126.16000366210938,,resolved,2026-05-21T20:03:20.937807Z
claude,stocks,TGT,2026-05-14,1w,7,2026-05-21,2026-05-21,USD,123.08000183105469,124.0,116.0,132.0,126.16000366210938,,resolved,2026-05-21T20:03:21.534572Z
claude,stocks,TGT,2026-05-20,1d,1,2026-05-21,2026-05-21,USD,122.33000183105469,122.5,118.5,126.5,126.16000366210938,,resolved,2026-05-21T20:03:21.839183Z
claude,stocks,TJX,2026-04-21,1m,30,2026-05-21,2026-05-21,USD,159.25,161.5,142.0,181.0,157.4199981689453,,resolved,2026-05-21T20:03:22.780537Z
claude,stocks,TJX,2026-05-14,1w,7,2026-05-21,2026-05-21,USD,147.4600067138672,148.5,141.0,156.0,157.4199981689453,,resolved,2026-05-21T20:03:23.669419Z
claude,stocks,TJX,2026-05-20,1d,1,2026-05-21,2026-05-21,USD,158.93499755859375,159.5,156.2,162.8,157.4199981689453,,resolved,2026-05-21T20:03:23.910198Z
claude,stocks,TMO,2026-04-21,1m,30,2026-05-21,2026-05-21,USD,524.5700073242188,540.0,470.0,610.0,449.3599853515625,,resolved,2026-05-21T20:03:24.200837Z
claude,stocks,TMO,2026-05-14,1w,7,2026-05-21,2026-05-21,USD,450.05999755859375,455.0,430.0,480.0,449.3599853515625,,resolved,2026-05-21T20:03:24.795622Z
claude,stocks,TMO,2026-05-20,1d,1,2026-05-21,2026-05-21,USD,448.79998779296875,451.0,438.0,464.0,449.3599853515625,,resolved,2026-05-21T20:03:25.039112Z
claude,stocks,TRGP,2026-04-21,1m,30,2026-05-21,2026-05-21,USD,232.64999389648438,238.0,205.0,272.0,270.25,,resolved,2026-05-21T20:03:25.505474Z
claude,stocks,TRGP,2026-05-14,1w,7,2026-05-21,2026-05-21,USD,267.4800109863281,270.0,253.0,287.0,270.25,,resolved,2026-05-21T20:03:26.055592Z
claude,stocks,TRGP,2026-05-20,1d,1,2026-05-21,2026-05-21,USD,270.69000244140625,271.5,263.0,280.0,270.25,,resolved,2026-05-21T20:03:26.269188Z
claude,stocks,TRV,2026-04-21,1m,30,2026-05-21,2026-05-21,USD,301.4200134277344,306.0,272.0,340.0,307.3599853515625,,resolved,2026-05-21T20:03:26.688018Z
claude,stocks,TRV,2026-05-14,1w,7,2026-05-21,2026-05-21,USD,298.2900085449219,301.0,285.0,317.0,307.3599853515625,,resolved,2026-05-21T20:03:27.368645Z
claude,stocks,TRV,2026-05-20,1d,1,2026-05-21,2026-05-21,USD,306.9599914550781,307.5,300.5,314.5,307.3599853515625,,resolved,2026-05-21T20:03:27.598975Z
claude,stocks,TSCO,2026-04-21,1m,30,2026-05-21,2026-05-21,USD,39.56999969482422,40.8,34.0,47.5,31.670000076293945,,resolved,2026-05-21T20:03:28.080164Z
claude,stocks,TSCO,2026-05-14,1w,7,2026-05-21,2026-05-21,USD,30.489999771118164,30.8,28.9,32.7,31.670000076293945,,resolved,2026-05-21T20:03:28.683865Z
claude,stocks,TSCO,2026-05-20,1d,1,2026-05-21,2026-05-21,USD,31.690000534057617,31.75,30.74,32.64,31.670000076293945,,resolved,2026-05-21T20:03:28.926639Z
claude,stocks,TSLA,2026-04-21,1m,30,2026-05-21,2026-05-21,USD,386.4200134277344,395.0,290.0,510.0,417.8500061035156,,resolved,2026-05-21T20:03:29.367328Z
claude,stocks,TSLA,2026-05-14,1w,7,2026-05-21,2026-05-21,USD,444.1698913574219,450.0,400.0,500.0,417.8500061035156,,resolved,2026-05-21T20:03:29.908902Z
claude,stocks,TSLA,2026-05-20,1d,1,2026-05-21,2026-05-21,USD,414.0,416.0,395.0,437.0,417.8500061035156,,resolved,2026-05-21T20:03:30.089760Z
claude,stocks,TTWO,2026-04-21,1m,30,2026-05-21,2026-05-21,USD,217.64999389648438,224.0,190.0,258.0,238.0800018310547,,resolved,2026-05-21T20:03:30.526867Z
claude,stocks,TTWO,2026-05-14,1w,7,2026-05-21,2026-05-21,USD,242.41000366210938,245.0,224.0,266.0,238.0800018310547,,resolved,2026-05-21T20:03:31.045360Z
claude,stocks,TTWO,2026-05-20,1d,1,2026-05-21,2026-05-21,USD,236.6199951171875,237.5,229.0,246.0,238.0800018310547,,resolved,2026-05-21T20:03:31.229805Z
claude,stocks,TXN,2026-04-21,1m,30,2026-05-21,2026-05-21,USD,233.14999389648438,238.0,200.0,275.0,298.3900146484375,,resolved,2026-05-21T20:03:31.644447Z
claude,stocks,TXN,2026-05-14,1w,7,2026-05-21,2026-05-21,USD,308.1549987792969,311.0,290.0,332.0,298.3900146484375,,resolved,2026-05-21T20:03:32.482978Z
claude,stocks,TXN,2026-05-20,1d,1,2026-05-21,2026-05-21,USD,302.70001220703125,303.5,295.0,312.0,298.3900146484375,,resolved,2026-05-21T20:03:32.768784Z
claude,stocks,T,2026-04-21,1m,30,2026-05-21,2026-05-21,USD,25.8799991607666,26.1,23.5,28.7,25.344999313354492,,resolved,2026-05-21T20:03:33.236460Z
claude,stocks,T,2026-05-14,1w,7,2026-05-21,2026-05-21,USD,24.7450008392334,24.85,23.8,25.9,25.344999313354492,,resolved,2026-05-21T20:03:33.871602Z
claude,stocks,T,2026-05-20,1d,1,2026-05-21,2026-05-21,USD,24.985000610351562,25.05,24.5,25.6,25.344999313354492,,resolved,2026-05-21T20:03:34.100436Z
claude,stocks,UAL,2026-04-21,1m,30,2026-05-21,2026-05-21,USD,97.12999725341797,99.0,75.0,124.0,99.63999938964844,,resolved,2026-05-21T20:03:35.625235Z
claude,stocks,UAL,2026-05-14,1w,7,2026-05-21,2026-05-21,USD,96.0199966430664,97.5,87.0,108.0,99.63999938964844,,resolved,2026-05-21T20:03:36.151587Z
claude,stocks,UAL,2026-05-20,1d,1,2026-05-21,2026-05-21,USD,98.0199966430664,98.5,94.5,102.5,99.63999938964844,,resolved,2026-05-21T20:03:36.332358Z
claude,stocks,UNH,2026-04-21,1m,30,2026-05-21,2026-05-21,USD,346.010009765625,351.0,278.0,424.0,382.57000732421875,,resolved,2026-05-21T20:03:36.745128Z
claude,stocks,UNH,2026-05-14,1w,7,2026-05-21,2026-05-21,USD,400.31500244140625,397.0,365.0,430.0,382.57000732421875,,resolved,2026-05-21T20:03:37.374807Z
claude,stocks,UNH,2026-05-20,1d,1,2026-05-21,2026-05-21,USD,381.260009765625,382.0,362.0,402.0,382.57000732421875,,resolved,2026-05-21T20:03:37.617927Z
claude,stocks,UNP,2026-04-21,1m,30,2026-05-21,2026-05-21,USD,251.25,256.0,225.0,288.0,265.4100036621094,,resolved,2026-05-21T20:03:39.122929Z
claude,stocks,UNP,2026-05-14,1w,7,2026-05-21,2026-05-21,USD,267.8699951171875,270.0,257.0,283.0,265.4100036621094,,resolved,2026-05-21T20:03:39.968944Z
claude,stocks,UNP,2026-05-20,1d,1,2026-05-21,2026-05-21,USD,264.79998779296875,265.5,259.0,272.0,265.4100036621094,,resolved,2026-05-21T20:03:40.209401Z
claude,stocks,USB,2026-04-21,1m,30,2026-05-21,2026-05-21,USD,56.84000015258789,58.5,49.0,67.0,54.54999923706055,,resolved,2026-05-21T20:03:40.712048Z
claude,stocks,USB,2026-05-14,1w,7,2026-05-21,2026-05-21,USD,53.375,53.8,50.5,57.1,54.54999923706055,,resolved,2026-05-21T20:03:41.342861Z
claude,stocks,USB,2026-05-20,1d,1,2026-05-21,2026-05-21,USD,54.5,54.65,53.1,56.2,54.54999923706055,,resolved,2026-05-21T20:03:41.573993Z
claude,stocks,VRSK,2026-04-21,1m,30,2026-05-21,2026-05-21,USD,182.08999633789062,186.0,165.0,207.0,171.60000610351562,,resolved,2026-05-21T20:03:42.257391Z
claude,stocks,VRSK,2026-05-14,1w,7,2026-05-21,2026-05-21,USD,156.83999633789062,158.0,150.0,166.0,171.60000610351562,,resolved,2026-05-21T20:03:42.818868Z
claude,stocks,VRSK,2026-05-20,1d,1,2026-05-21,2026-05-21,USD,170.66000366210938,171.5,166.8,176.2,171.60000610351562,,resolved,2026-05-21T20:03:43.023746Z
claude,stocks,VRTX,2026-04-21,1m,30,2026-05-21,2026-05-21,USD,436.5899963378906,445.0,385.0,505.0,433.5400085449219,,resolved,2026-05-21T20:03:43.447732Z
claude,stocks,VRTX,2026-05-14,1w,7,2026-05-21,2026-05-21,USD,451.2149963378906,455.0,425.0,485.0,433.5400085449219,,resolved,2026-05-21T20:03:43.961286Z
claude,stocks,VRTX,2026-05-20,1d,1,2026-05-21,2026-05-21,USD,430.44000244140625,432.0,418.0,446.0,433.5400085449219,,resolved,2026-05-21T20:03:44.145434Z
claude,stocks,VZ,2026-04-21,1m,30,2026-05-21,2026-05-21,USD,46.27000045776367,46.8,42.5,51.1,48.2400016784668,,resolved,2026-05-21T20:03:44.567920Z
